50342,27907
54338,37385
10916,10916
10886,2291
27610,27610
24899,16829
56184,66270
6779,52323
45566,52421
58381,53132
379,10175
30702,30702
38467,61026
20433,37551
46229,60748
43188,15776
34127,21795
60897,60897
57557,33291
66964,68261
30444,14717
61987,26416
27822,69862
12623,44846
64129,42091
896,11945
13170,13170
39864,58620
46067,63551
51857,40463
5009,5009
26746,26746
55689,54202
47031,57041
65961,60085
43493,43493
42659,42659
51286,51286
37470,8135
13855,36983
31218,38954
11147,11147
50585,66406
62710,21837
46094,59169
34867,14730
12115,12115
1599,64819
53247,28601
8883,51163
12362,39518
44556,14530
41748,31540
35384,55815
38816,70280
63424,24959
27786,8324
56980,55378
60840,17185
59628,66969
39865,58721
37977,37977
29088,34324
9108,9108
14405,14405
61936,5856
2901,2901
9278,65708
7249,43029
58377,12057
48495,63438
54305,54305
33297,40818
36667,36474
34199,6895
47716,61852
58883,17841
35023,29201
56809,31433
65993,20762
53963,57822
70024,36690
18130,18130
22000,52035
35380,45058
61370,11908
48900,20240
65598,65598
39705,16393
15235,67928
45437,11671
36972,53771
69784,2805
47468,47468
31323,61241
64113,29414
53521,53521
38359,38359
45978,14984
64734,43249
42765,14820
1232,36247
30977,5566
68628,24042
21960,45823
51558,51314
20500,9818
60093,28781
42530,33869
9586,9586
9202,9202
43118,43118
31646,38431
26155,32379
9287,20200
57020,44910
29617,30890
23723,17462
15676,64730
20544,44275
43816,47739
12061,32501
10034,69511
3957,41928
45766,17882
41387,30810
24726,7517
49605,49605
42737,58316
17937,43253
57104,50861
35646,38787
21410,31511
32169,36104
67199,67199
20954,21753
34442,10501
34188,34188
15359,51788
47432,35849
16524,1356
40862,46070
21067,67830
57447,30657
38005,38005
4436,5811
3154,32650
5319,9450
26779,26779
59504,53622
17998,57457
65736,65736
21285,65854
5384,67401
38122,3830
2624,18076
6489,63153
62787,11692
37977,56125
47935,65199
31828,45466
42706,42706
34115,55345
66561,37747
51516,51516
67409,68177
52967,56128
8820,50019
61147,36407
21159,21159
1039,1039
10719,443
60067,69460
23997,62745
13507,38257
44655,44655
15792,70233
65386,65386
24470,24846
47079,14414
16590,10728
31353,28290
58205,58205
36723,40504
41498,51210
68158,3373
56671,37870
39474,47177
16382,46901
5766,57385
56734,32535
23791,28126
52514,52514
5057,66005
50559,57669
54496,19446
39096,61430
6970,18654
40594,40594
31840,53205
10388,35028
11442,6483
57909,68344
51412,51412
27950,48739
66166,60929
47619,41184
9333,9333
62710,62710
65197,13096
28674,21464
64758,18845
12176,38466
23747,63600
26070,26070
6894,56341
65163,6144
40236,40236
68059,45275
67021,3767
59929,41598
859,38771
29220,37184
42221,38995
25029,25029
48708,1069
63518,49870
11647,59514
59504,57300
1650,1650
26076,9393
20125,54657
62045,30404
60775,30584
57708,34405
33960,33960
11162,23058
3756,67395
37869,40167
41600,66698
47207,27962
13912,45261
55198,59773
37723,23165
36117,5319
41209,53910
6098,57024
36356,57026
43561,38507
39288,38635
19161,19161
62189,66581
70225,15275
18807,1137
3652,19240
40692,40302
37105,29548
43365,48256
49787,49787
29500,29500
19976,19976
9903,47355
9466,7835
41983,53745
21679,68527
1613,27305
13844,66928
40406,31188
17902,64182
14054,23449
11929,47988
16049,6983
34886,44583
36849,990
17431,22792
69173,11786
456,69407
16483,20635
42520,10343
2744,3278
66067,66067
60950,49519
65708,38346
10778,10778
11047,3956
55321,10803
69326,69326
38626,16430
2963,20597
40287,24032
54963,34647
61143,61143
2007,59503
15938,66982
53979,65349
3860,3860
48489,44393
8563,8563
29154,49579
18770,69493
65238,65238
10790,24545
55518,2455
67669,39787
45460,21792
57492,21175
39995,67358
66596,66596
46048,4220
24370,41499
30869,64733
8791,59197
18591,18591
56918,15575
40399,25929
46673,46673
34144,34144
13446,6620
68408,59945
26807,41616
43595,10017
28068,28068
50925,34612
56790,57522
65231,54394
45780,57598
15114,11844
26024,70402
41685,41685
20023,70507
25825,18123
7473,25710
51596,13048
68244,18697
896,68897
48108,48108
27388,27388
7238,33060
33406,50928
17907,17907
61942,29215
45140,45140
38055,38055
14071,53357
1503,9259
44985,44985
13986,13986
35180,64189
47215,22763
63919,23816
2412,39294
60614,35859
69073,636
49455,54217
56763,56763
70703,70866
9717,9717
21835,16862
35952,7785
33363,46695
16058,48727
6489,6489
18454,18454
6539,4009
49742,67926
35136,35136
9143,56590
64221,64221
32669,21522
16422,3346
69172,31288
47633,47633
26209,38585
39821,65094
45956,45956
60467,46950
35636,9758
24967,11385
7222,7222
69762,64626
34759,63137
53154,46871
60441,18953
42760,20536
54666,67791
58929,58929
49147,49147
23093,21382
44379,69341
19312,3403
59475,45452
65816,34969
3886,4849
46047,21708
55937,8490
26042,26042
51225,58034
36480,60990
67438,32435
13014,29041
40949,18779
36601,13461
66962,47757
4323,4323
42438,25336
62693,12545
8466,54260
35364,35364
21826,21826
62499,18790
7423,3542
61991,61991
42466,42466
35384,20844
57137,25314
820,820
49259,26545
24837,15904
4233,2853
1809,46374
7791,27519
33956,7972
48143,63890
50254,50254
35840,66988
3092,3092
18476,18476
34407,33172
59233,56611
1399,42141
25656,16737
6323,5014
70699,1708
37653,37653
49824,54946
68763,53445
16651,53045
34981,34981
59202,70762
37587,2382
39037,36258
53874,6886
8700,10247
56454,13525
37527,37527
27792,64390
8516,53743
19378,49487
1602,41864
27956,3708
4729,42826
49101,49101
48659,67803
69439,31149
37203,29467
326,35702
56431,56431
5365,42979
15271,6587
43746,41181
18583,18583
3816,39482
5415,5415
33168,33168
51925,18094
62548,51292
6603,31217
2046,27168
3769,31548
58030,26477
14903,36321
65897,13553
46329,38897
23556,1447
48591,56118
42809,5541
33913,51168
28097,16739
48754,39346
56497,19434
44940,47462
22146,33501
67359,67359
8132,16746
16741,21786
50887,68902
69683,54134
28777,28777
24084,26418
33036,40096
16033,22570
4835,11623
9720,9720
66720,66720
28589,71140
18226,5634
54293,19704
2762,62754
20499,51085
2410,2410
17366,38745
50752,13067
152,39989
2336,23018
64271,16738
18903,18903
53093,53093
65930,3192
15932,53752
51410,519
9684,64254
63907,63907
51296,51296
33824,42734
8483,57733
64847,26439
56790,59034
59119,26108
65293,32073
38668,35701
20456,68041
5405,6622
65927,65927
44275,28263
14199,39269
958,26674
43031,3634
1453,51576
43755,18481
63874,20194
7874,34356
65708,65708
44287,44287
39277,35855
71089,14616
3865,3865
14854,14854
17810,37379
4957,10196
7451,7451
69717,69717
38276,38276
2323,2323
3679,67198
31080,40987
5021,59487
29696,56804
3794,3794
13577,13577
46401,45636
55383,33684
69874,42705
28080,46660
69114,9714
47255,33510
40517,40517
32775,32608
31298,31298
28287,28287
63697,36420
22000,37837
18624,3614
59651,59651
33472,33472
44338,56217
56457,26354
48200,49824
18725,53615
6806,1555
13704,39124
39575,7554
33941,33941
38855,18252
57443,62650
49360,49360
13868,35149
48439,62148
23389,57171
29995,29995
66716,50927
10606,22339
21456,36841
47792,67367
33214,16073
11816,13858
28499,36037
17771,66311
64784,11164
64976,64976
48242,48242
34456,34456
15099,15099
59628,28552
51466,63911
10343,52231
6868,52125
23053,23053
48024,67972
1384,19272
54698,6080
11437,11437
60380,59815
50568,62106
22027,58484
6296,6296
40958,40958
70795,12760
3652,11008
933,933
38502,28958
65937,54684
66544,19279
18301,64545
70713,54850
66360,66360
4604,38882
49935,23049
53521,36425
52669,59712
43187,3306
36214,10092
13746,13746
2602,43810
29006,29006
54173,2230
15213,12632
68617,31659
38111,28815
22177,13690
64542,15891
54494,43176
36268,42293
58565,32643
21507,4133
38069,56781
5715,5715
30421,56068
55316,55316
4944,59639
46278,70119
45140,66319
7059,48744
62833,11006
26013,9540
4320,51200
16695,33812
48072,48531
52889,52889
32202,51069
58058,21697
11113,11750
55569,40041
14920,43364
49557,59398
56935,70468
27360,13577
3886,66070
22541,22541
32623,16538
66941,63065
24915,66098
9352,32293
15390,32049
62538,62538
21257,17937
35136,5925
50315,66108
60666,18773
27772,1521
31323,66663
52399,56711
53269,409
66665,63723
27397,27397
70395,70395
513,49593
56260,13178
25721,25721
7144,55878
2593,43696
64959,64959
22454,34602
1610,34487
65324,18724
14865,61151
3577,3577
35401,35401
69655,32707
60645,5760
4648,25113
65598,31344
62639,62639
23759,62536
17375,46822
18566,56547
15369,37129
59265,59265
55643,10838
55546,52073
1189,19714
25718,25718
3375,36305
38453,37965
61673,51107
20651,29821
1008,27618
22252,22640
38130,6543
12448,55155
43497,43497
2342,66271
27763,27046
1794,52549
60248,60248
39059,52662
62912,27957
27196,8621
4957,50531
66333,50153
55502,34334
22117,65639
55747,55747
36560,58173
45460,45460
28011,28011
14997,21151
49623,49623
59772,63095
45945,44471
63781,56986
18580,53518
8388,53636
56805,56805
68068,58937
58574,58574
12697,12697
10412,19764
9352,9352
26258,26258
61576,31077
59705,36178
44614,4966
52578,52578
52380,52380
13888,49189
36644,36644
30659,30659
7895,56302
50847,3030
30457,30457
22775,14547
69593,68642
56907,43195
23615,20960
26058,14095
20437,18505
20645,26845
38447,20678
22183,22183
7628,56234
64258,51305
71025,38935
24889,48360
50357,3356
674,674
62437,62437
8208,66488
21837,67971
1715,67419
58619,58619
43506,43506
2794,2794
18950,43188
42499,42499
16307,53473
69653,28259
68747,33641
51050,56351
9378,44146
44379,44379
13747,13350
20379,22355
7394,7394
35697,35697
37100,56369
42671,34706
37054,65407
9576,9576
43187,70707
59596,3127
31568,40121
36631,29314
11570,61290
60846,52625
47753,8579
23310,64862
62871,9390
62293,62293
59989,50172
20452,69820
38965,38965
59750,57278
43509,13261
47132,5388
21816,22264
33278,51084
44584,8237
9136,2526
69058,61531
27262,27262
24768,24768
11485,68023
23529,23529
7565,335
65366,65366
25862,33352
7431,7431
3306,3306
6736,44020
49257,49257
29900,37998
12417,8292
6279,6279
49732,35668
28721,65202
15797,15797
7136,56267
18339,18339
12274,27225
60670,39314
63879,53074
11932,18658
41590,12166
24085,15885
6338,34122
22783,22783
40963,51628
70687,49361
62319,30212
69977,11811
32596,27727
27815,38608
11705,42009
43031,43031
36820,3423
69716,46838
11504,49199
8567,3267
62132,44135
18773,30428
5319,31214
29233,26138
65539,48194
2769,27256
57091,40716
51419,63380
43755,36925
5808,5808
27171,27171
13550,7664
27832,9612
38289,58459
60497,64060
15377,17171
22915,63872
31880,27847
38435,57053
11222,35475
18355,47078
14104,4324
69424,69424
44354,27458
54188,46927
52359,26734
38672,38672
69389,70498
35187,20249
7366,7366
62361,62361
43368,43368
29622,23845
68185,68185
34374,34374
30448,30448
25451,25451
24902,61838
32307,52482
58657,38035
69462,7558
34480,13520
54191,19797
26894,45210
62771,61732
17937,69158
57931,41210
23962,54467
17609,32772
37464,37464
63106,34675
57234,16248
58198,18638
45553,3328
50121,59431
20048,20048
71301,34906
48334,46537
20450,5476
49367,6957
64271,68214
43000,69404
34926,12910
15713,21277
32665,35309
6066,22823
67401,2857
19533,32947
60256,60256
2554,50239
49521,46696
9677,9172
5700,22530
30357,56272
9902,57460
59735,46313
51614,58048
27751,27751
55504,63180
40781,63358
41174,238
2083,64451
40218,2791
27269,54206
12292,67057
18736,12524
12488,26707
69363,28451
25888,34499
63865,26004
61236,61236
61249,7688
32210,53847
15647,1970
25873,12783
59180,27846
10332,20929
11442,22875
27192,21613
58806,45884
26065,18114
65203,40956
1166,28465
12026,1565
47819,47819
49567,53534
55504,49062
30587,70637
43026,63244
2796,63987
8576,57883
30984,66009
67850,884
28872,28872
41823,42220
17870,70121
56655,14861
28509,2627
16032,48095
24711,53215
34956,39829
58617,58617
29729,29729
1578,1578
25899,20864
22681,46765
48812,5055
7212,18174
38087,34624
8940,66840
37422,17956
35513,61679
39197,68970
840,62192
22790,13972
53832,62335
54683,31915
21191,53739
42692,42692
12095,12095
27099,49810
27516,59962
6405,61216
44611,28078
24112,23650
45808,45808
21347,25749
41783,61800
70400,19094
39336,41682
62383,15468
42841,39202
32068,32068
62917,50191
52323,20887
28142,54244
55569,23889
19619,41715
1210,41168
18176,14613
39894,65633
16002,60818
48489,48489
60272,15985
39203,35582
36586,58236
40186,52898
47633,9797
44383,58225
50485,50485
13695,49475
66420,68655
40087,29359
7816,34670
5427,23564
10199,38670
51078,26464
60936,19398
55332,10310
28999,21871
22365,51842
46622,46622
48335,59520
12371,4122
66370,66370
61996,18703
1110,32459
17738,42821
45796,281
13649,62840
34904,46358
59327,9070
65603,43950
60267,11132
40823,30377
10390,39114
15239,15239
51359,58234
17686,25117
34794,30642
18663,8791
31165,55796
45330,57777
68158,66655
46390,18506
29168,46792
37934,26460
4922,4922
55504,17607
28901,44292
22036,67267
27428,21987
44697,12793
3629,25648
48756,39514
59180,32357
41861,41861
39877,39877
13249,10437
41981,7810
57143,5265
16597,1000
706,32920
50847,60744
19417,68211
45791,31028
16816,68878
63653,10465
68998,19073
69636,46180
40957,67416
16048,5874
47003,20164
46011,71141
22025,38216
60192,18538
33670,33670
22225,22225
32880,46439
6458,54603
20515,15160
3393,45068
43491,10606
1579,63516
318,318
22993,10649
52170,11996
60098,69589
32487,40090
7567,7567
61324,10709
810,64612
11474,31789
26192,66025
46252,53488
22397,65879
22755,60982
8154,27837
12786,69195
65366,44297
27729,38500
40324,40324
53047,48355
1243,16265
8824,41671
29877,56790
3205,13687
42194,57870
61389,22064
32029,32029
27084,27084
49697,10208
24000,14245
48932,65516
67824,8784
10171,52672
55895,9115
55172,46263
70703,46680
67440,60875
58046,58046
40617,40617
19252,96
25294,6641
54191,54191
10130,24400
48689,17389
